id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,price_range_2
573,1688,0,0.9,1,2.0794415416798357,1,53,0.3,88,6,16,91.95617450267656,695,2156,5,1.6094379124341003,20,1,1,0,2,high cost
574,1275,0,0.5,0,0.6931471805599453,0,44,0.6,136,8,2,4.902330289711195,1130,1354,7,1.791759469228055,11,1,0,0,0,low cost
575,1108,1,2.2,1,1.3862943611198906,1,37,0.4,143,5,14,33.268111791850956,706,3094,6,0.6931471805599453,10,1,0,1,2,high cost
576,839,1,2.7,0,1.6094379124341003,0,37,0.7,93,2,7,18.429060798750285,1211,3505,5,0.6931471805599453,4,0,0,0,2,high cost
577,1464,0,0.5,1,0.6931471805599453,1,6,0.4,97,5,2,65.32963153228118,701,3725,9,0.6931471805599453,6,1,0,0,3,very high cost
578,750,1,1.3,0,0.0,0,33,0.8,156,1,0,95.30602986972848,1680,1422,6,1.791759469228055,7,1,1,0,1,medium cost
579,1749,0,1.1,0,2.302585092994046,0,57,0.6,183,3,15,76.89046219615065,589,786,8,0.6931471805599453,9,1,1,1,0,low cost
580,1229,1,0.5,0,1.0986122886681098,0,42,0.1,197,5,5,39.37406743466174,666,1712,11,2.302585092994046,15,1,1,1,1,medium cost
581,1506,1,2.9,1,2.995732273553991,1,47,0.6,130,7,20,39.37406743466174,1150,1522,5,0.6931471805599453,3,1,0,0,1,medium cost
582,1887,0,2.1,0,0.0,0,23,0.5,148,4,20,107.46900791389456,1504,1811,18,2.833213344056216,11,1,1,0,2,high cost
583,652,0,0.5,0,1.9459101490553132,0,3,0.6,193,1,8,118.16828899981769,1345,2807,19,2.8903717578961645,13,1,0,1,2,high cost
584,1422,1,2.8,0,2.0794415416798357,0,30,0.5,99,6,14,52.96975742338646,1038,2229,15,1.791759469228055,15,1,0,1,2,high cost
585,709,0,1.9,1,2.3978952727983707,0,63,0.3,150,4,14,69.94740849439661,601,1509,7,1.0986122886681098,7,1,1,0,0,low cost
586,583,0,0.5,1,0.6931471805599453,1,62,0.8,84,8,6,100.12760029637836,1717,886,13,1.0986122886681098,13,1,1,0,0,low cost
587,941,0,1.3,1,1.3862943611198906,0,26,0.4,128,3,5,116.03890528284066,1494,2875,6,1.3862943611198906,11,1,0,1,2,high cost
588,763,0,1.2,1,1.6094379124341003,1,59,0.6,119,1,17,100.57829112573472,737,2863,18,1.3862943611198906,17,1,0,1,2,high cost
589,1581,1,1.4,0,0.0,1,55,0.6,138,2,1,110.4790836397883,1980,3936,5,0.6931471805599453,3,1,0,0,3,very high cost
590,1045,0,1.5,1,1.791759469228055,0,25,0.3,83,2,10,79.18193912695746,1730,2267,18,1.6094379124341003,4,1,1,1,2,high cost
591,1308,1,0.5,1,0.0,0,34,0.5,169,5,0,78.45827213244107,1219,386,8,0.0,16,1,0,1,0,low cost
592,702,1,1.2,1,0.6931471805599453,0,38,1.0,82,5,7,0.11006659768842444,1152,3131,11,2.302585092994046,2,0,0,0,2,high cost
593,868,1,2.8,0,1.6094379124341003,1,36,0.2,175,7,13,38.78213639662707,1735,1655,12,2.3978952727983707,5,1,0,0,1,medium cost
594,877,1,2.3,1,2.833213344056216,0,12,0.9,107,4,20,89.7231493665759,1267,3730,14,1.3862943611198906,18,0,0,1,3,very high cost
595,1275,0,0.5,1,1.791759469228055,0,24,0.3,184,2,11,64.86882109282607,1239,3397,19,2.772588722239781,19,1,1,1,3,very high cost
596,1439,1,0.5,1,0.0,0,50,0.7,182,8,1,89.03767962059203,1573,805,8,1.791759469228055,13,0,0,1,0,low cost
597,510,0,1.3,1,0.0,1,15,0.5,131,1,1,61.15635329383581,1505,2187,5,1.6094379124341003,17,1,0,1,1,medium cost
598,1038,1,1.8,0,0.6931471805599453,1,42,0.2,150,6,11,28.953228357089316,1186,3984,14,2.302585092994046,20,1,0,0,3,very high cost
599,529,1,1.4,1,2.6390573296152584,1,32,0.7,139,2,17,105.10807885271421,878,1561,12,0.0,3,1,1,1,0,low cost
600,1203,1,1.7,0,2.1972245773362196,1,20,0.7,157,3,17,123.79494443507421,1688,2307,7,1.791759469228055,11,1,0,1,2,high cost
601,768,1,2.5,0,2.3978952727983707,0,13,0.2,133,4,18,85.97790328094005,575,1921,8,1.0986122886681098,16,1,0,1,1,medium cost
602,1780,1,1.5,1,1.0986122886681098,0,30,0.2,82,1,8,67.68687951724102,1461,1066,13,1.9459101490553132,13,0,0,1,1,medium cost
603,1021,1,0.9,1,1.0986122886681098,1,9,0.5,184,8,4,83.51732337155164,1647,773,13,1.0986122886681098,14,1,1,1,0,low cost
604,1334,0,1.2,1,0.0,0,35,0.1,199,2,1,45.234802975591386,971,1038,16,2.70805020110221,17,1,0,0,0,low cost
605,1153,1,0.5,0,1.0986122886681098,1,34,0.6,133,3,3,148.74650709872734,1886,2225,9,2.1972245773362196,8,1,0,1,2,high cost
606,1138,1,1.8,1,0.0,1,51,0.3,172,4,2,124.21068387199598,1794,1327,13,2.5649493574615367,4,1,1,1,1,medium cost
607,1263,0,2.3,0,2.6390573296152584,0,4,0.9,178,7,18,85.00541598256328,1047,668,14,1.3862943611198906,4,0,1,0,0,low cost
608,825,0,2.5,0,2.4849066497880004,0,56,0.7,173,3,20,104.26231831892036,960,1692,18,0.6931471805599453,19,0,1,0,1,medium cost
609,1894,1,0.5,1,2.3978952727983707,0,16,0.1,172,3,20,143.3721562771377,1937,1021,18,2.8903717578961645,16,1,1,0,1,medium cost
610,1383,0,1.7,0,2.4849066497880004,1,40,0.1,147,6,19,83.26576095349019,507,2510,18,2.302585092994046,19,1,1,0,2,high cost
611,837,1,1.1,1,1.0986122886681098,0,27,0.5,167,4,9,88.42207282557159,1784,2388,5,0.0,14,0,1,1,2,high cost
612,640,0,2.3,0,0.0,0,63,0.2,94,1,1,149.6871606144614,1869,346,10,2.0794415416798357,10,0,1,0,0,low cost
613,1194,1,2.2,1,1.3862943611198906,0,3,0.2,90,5,8,19.439476429610256,1288,2872,6,1.791759469228055,13,1,1,0,2,high cost
614,520,0,0.6,1,1.0986122886681098,1,44,0.6,127,3,9,5.430872388831885,914,3616,15,1.6094379124341003,18,1,0,0,2,high cost
615,942,1,2.5,0,1.9459101490553132,0,11,0.5,196,5,19,80.16285060771278,1310,1783,7,1.791759469228055,18,1,1,1,1,medium cost
616,558,1,2.2,0,1.791759469228055,1,24,0.1,169,4,16,79.80801500534376,804,482,12,1.6094379124341003,4,1,1,0,0,low cost
617,1733,0,1.6,1,2.302585092994046,0,56,0.5,111,6,15,94.46702292387641,1649,3352,6,1.791759469228055,9,1,0,0,3,very high cost
618,1210,0,1.3,0,0.0,1,52,0.1,183,8,1,89.6473510639825,579,1104,11,1.0986122886681098,10,1,0,1,0,low cost
619,880,0,0.5,1,2.0794415416798357,1,32,0.5,141,4,17,70.05279898628957,739,1141,19,2.8903717578961645,20,1,1,1,0,low cost
620,1938,1,1.4,1,1.6094379124341003,0,60,0.4,171,2,7,28.1846000259347,1084,3691,9,1.791759469228055,3,1,1,0,3,very high cost
621,657,0,1.3,1,1.6094379124341003,0,28,1.0,118,2,19,136.21026972119395,1735,2602,9,0.0,7,0,0,1,2,high cost
622,1273,0,0.5,1,1.9459101490553132,1,47,0.2,98,1,12,98.02779050075938,1352,303,11,1.0986122886681098,14,1,0,0,0,low cost
623,1842,1,0.5,0,0.0,1,19,0.2,147,3,0,89.4954822588023,709,585,11,1.3862943611198906,19,1,0,0,0,low cost
624,1567,1,1.3,0,2.1972245773362196,0,45,0.6,99,4,12,109.35829649987194,1020,927,19,2.302585092994046,12,1,1,1,0,low cost
625,914,1,1.7,1,1.9459101490553132,0,36,1.0,128,2,13,117.96814331029141,1822,786,19,2.1972245773362196,13,1,0,1,0,low cost
626,1568,0,1.8,1,1.6094379124341003,0,22,0.1,119,8,6,96.40825096272101,1584,294,13,1.0986122886681098,2,0,1,0,0,low cost
627,873,1,0.5,0,1.6094379124341003,1,30,0.2,175,6,18,57.16085011733959,1531,3655,15,2.6390573296152584,15,1,0,0,3,very high cost
628,1371,0,0.5,0,0.0,1,57,0.8,108,4,5,70.68101926444666,810,286,11,2.302585092994046,9,1,0,0,0,low cost
629,1739,0,1.0,0,0.6931471805599453,0,15,0.9,100,1,7,77.90966933354099,793,3285,17,2.1972245773362196,9,0,1,0,3,very high cost
630,630,0,2.2,0,0.6931471805599453,0,56,0.2,119,8,10,131.53918212154647,1445,1317,6,1.791759469228055,12,1,1,0,1,medium cost
631,1507,0,3.0,0,0.0,1,54,0.3,112,6,9,70.05279898628957,1511,3547,17,1.9459101490553132,18,1,0,1,3,very high cost
632,735,1,0.5,1,1.6094379124341003,1,17,0.6,131,2,6,92.82805830917061,1283,2484,11,1.0986122886681098,3,1,0,0,2,high cost
633,941,0,2.5,0,0.6931471805599453,1,41,0.3,117,8,4,95.79052921178885,1855,1791,7,1.6094379124341003,10,1,0,1,1,medium cost
634,1216,0,1.7,1,0.6931471805599453,0,26,0.7,116,3,4,114.10986417848888,1811,3607,10,0.0,17,1,0,0,3,very high cost
635,621,1,1.9,1,2.3978952727983707,0,3,0.6,148,8,15,114.89812358904503,997,3521,6,1.3862943611198906,10,0,1,0,2,high cost
636,934,1,2.4,1,1.3862943611198906,0,61,0.2,138,6,4,4.365797754312169,613,1180,14,2.5649493574615367,16,0,1,0,0,low cost
637,1962,1,0.7,1,0.6931471805599453,1,18,0.9,159,7,6,62.86509113579277,507,2026,10,1.3862943611198906,15,1,0,1,1,medium cost
638,574,1,0.5,1,0.0,0,41,0.8,85,6,13,63.58088380609995,502,1865,6,1.791759469228055,6,0,0,1,0,low cost
639,1078,1,2.5,0,1.3862943611198906,0,56,0.6,158,2,6,59.77364810387775,1986,3471,10,1.0986122886681098,2,1,0,0,3,very high cost
640,761,0,1.3,0,2.772588722239781,1,37,0.9,174,8,16,109.18863052737977,1978,2270,9,0.6931471805599453,4,1,1,0,2,high cost
641,1758,1,2.1,0,2.70805020110221,0,29,0.1,155,3,20,23.790868334779233,1151,2940,14,1.791759469228055,9,0,1,1,2,high cost
642,1745,1,2.0,0,2.6390573296152584,0,47,0.6,154,2,18,117.21268463436105,1953,1715,6,1.6094379124341003,16,0,1,1,2,high cost
643,1657,1,1.9,0,0.6931471805599453,1,40,0.2,170,3,6,85.81687807221884,1723,841,13,2.3978952727983707,13,1,0,1,1,medium cost
644,968,1,0.9,0,2.3978952727983707,1,26,0.5,88,5,14,113.9511720172571,1159,3381,14,1.791759469228055,10,1,0,1,3,very high cost
645,1329,0,2.8,1,0.6931471805599453,0,10,1.0,105,4,10,109.41476102633803,1293,337,5,1.6094379124341003,5,0,1,0,0,low cost
646,1923,0,0.5,0,1.0986122886681098,1,13,0.7,147,2,4,112.50692939911521,1623,1868,11,1.9459101490553132,3,1,1,0,2,high cost
647,613,0,2.5,0,0.0,0,53,0.4,200,8,0,85.89744288101483,586,1509,19,2.9444389791664403,13,1,1,1,0,low cost
648,1268,0,2.7,0,1.6094379124341003,0,53,0.5,141,1,9,97.82750030060923,862,2903,17,0.0,16,0,1,0,2,high cost
649,519,1,2.9,0,1.0986122886681098,0,3,0.6,83,3,5,83.60094818519823,1527,1231,8,1.9459101490553132,16,1,1,1,0,low cost
650,1157,1,2.8,1,2.833213344056216,0,19,0.5,87,8,18,41.477581497042145,1154,1403,6,0.6931471805599453,4,1,1,1,0,low cost
651,519,0,0.6,1,2.0794415416798357,1,45,0.1,186,7,11,128.0721928628573,1733,1580,12,2.3978952727983707,12,1,0,1,1,medium cost
652,1308,1,2.2,1,0.6931471805599453,0,51,0.2,113,5,17,137.26793735256447,1604,1189,14,0.6931471805599453,11,0,1,0,1,medium cost
653,1403,1,0.5,0,1.6094379124341003,1,42,0.5,144,8,9,123.93377969076393,1252,1381,12,2.0794415416798357,3,1,0,1,1,medium cost
654,936,0,2.7,0,1.0986122886681098,1,38,0.6,122,1,17,103.22110568837691,1263,2826,19,2.772588722239781,10,1,0,0,2,high cost
655,1878,0,0.8,1,2.1972245773362196,0,31,0.5,183,7,10,133.1956905893349,1389,1342,17,2.70805020110221,18,0,1,1,1,medium cost
656,1141,1,2.9,1,0.6931471805599453,1,2,1.0,92,2,4,80.60346235935319,1387,3386,6,0.0,11,1,0,0,3,very high cost
657,794,1,2.7,0,1.0986122886681098,1,3,0.3,127,2,18,140.6208612431295,1729,1141,18,1.9459101490553132,3,1,0,1,1,medium cost
658,1260,0,1.9,1,1.3862943611198906,0,60,0.9,85,2,6,114.95036929110802,1109,3964,15,2.1972245773362196,18,1,0,1,3,very high cost
659,1281,0,3.0,1,1.0986122886681098,1,6,0.6,191,2,9,71.81488066628498,811,2713,13,2.0794415416798357,4,1,1,0,2,high cost
660,1208,0,2.7,0,0.0,0,17,0.2,168,2,1,145.22648081612593,1793,2165,9,0.6931471805599453,19,1,1,1,2,high cost
661,1023,1,2.8,1,2.833213344056216,0,44,0.7,176,4,17,94.18493961814953,1158,1830,14,2.4849066497880004,6,0,0,0,1,medium cost
662,1515,0,2.2,0,2.302585092994046,0,36,0.1,118,3,10,105.04801089671788,1692,3546,7,1.9459101490553132,10,1,1,1,3,very high cost
663,1333,1,1.8,1,0.6931471805599453,0,45,0.6,128,5,5,88.88433968319384,1716,2585,7,0.6931471805599453,13,1,1,1,2,high cost
664,529,1,2.3,0,1.3862943611198906,1,58,1.0,197,2,18,96.20298752759871,1294,873,11,1.791759469228055,4,1,1,0,0,low cost
665,1887,0,1.7,0,1.9459101490553132,1,41,0.9,81,8,15,113.15241066938815,973,1664,19,2.70805020110221,14,1,0,0,2,high cost
666,876,0,2.7,0,2.5649493574615367,1,41,0.3,92,7,16,42.03411024705218,512,3334,16,1.3862943611198906,14,1,0,1,2,high cost
667,687,1,2.0,1,2.6390573296152584,1,56,0.8,131,7,19,90.62575032441276,736,569,18,0.6931471805599453,6,1,1,1,0,low cost
668,1153,1,2.8,1,0.0,1,62,0.2,94,5,0,49.80782605151322,1279,3353,7,1.791759469228055,10,1,0,0,3,very high cost
669,1637,1,1.7,1,1.791759469228055,1,33,0.4,118,6,16,133.4411616489947,1474,3693,7,1.3862943611198906,8,1,0,0,3,very high cost
670,1131,1,0.8,0,0.0,1,27,0.9,162,5,16,83.26576095349019,870,503,12,1.791759469228055,19,1,1,0,0,low cost
671,1764,1,1.2,0,0.0,1,8,1.0,125,3,1,48.864775238081386,1443,2406,19,2.9444389791664403,18,1,0,1,2,high cost
672,1544,0,1.0,1,1.0986122886681098,1,64,0.3,193,1,6,91.73634573959544,675,1715,8,0.0,16,1,1,1,1,medium cost
673,844,1,0.7,0,1.3862943611198906,1,22,0.9,172,7,4,57.69417508043622,926,2179,10,1.9459101490553132,6,1,1,1,1,medium cost
674,985,1,0.5,1,1.6094379124341003,1,5,0.8,158,8,9,8.899094542994783,1496,3071,14,1.6094379124341003,16,1,1,0,2,high cost
675,703,0,1.3,1,1.9459101490553132,1,18,0.1,178,1,9,125.12641879181221,1697,355,8,1.9459101490553132,3,1,1,1,0,low cost
676,1906,0,0.9,1,1.3862943611198906,0,14,0.5,114,4,12,51.789438282973045,867,3375,6,1.3862943611198906,19,1,0,1,3,very high cost
677,617,0,2.1,1,2.4849066497880004,0,40,0.9,108,1,18,96.27147979860938,1318,2921,17,0.6931471805599453,19,0,0,0,2,high cost
678,617,1,0.6,0,2.0794415416798357,0,47,0.5,153,8,18,71.09596993626462,838,341,11,1.3862943611198906,5,0,1,1,0,low cost
679,716,1,1.3,1,0.0,1,56,0.7,167,1,2,74.50587640959971,722,3947,6,1.3862943611198906,5,1,1,1,3,very high cost
680,676,0,1.0,0,0.6931471805599453,1,54,0.8,182,5,2,105.58674834294037,1710,2650,5,0.0,3,1,0,0,2,high cost
681,1770,1,2.0,0,2.1972245773362196,0,12,0.8,118,2,9,22.903628357747884,891,3816,8,1.6094379124341003,19,1,0,0,3,very high cost
682,1857,0,1.9,1,0.0,0,62,0.6,147,1,0,117.76744929540571,1465,336,19,0.0,5,0,0,0,0,low cost
683,524,0,0.9,1,2.1972245773362196,1,10,0.1,85,7,14,63.462249975204145,655,625,6,0.0,4,1,1,1,0,low cost
684,576,0,0.9,1,2.1972245773362196,0,56,0.1,174,5,17,133.27759990012675,1426,3891,12,2.302585092994046,18,0,0,1,3,very high cost
685,553,1,0.5,1,1.0986122886681098,1,8,0.5,153,4,3,86.3786502895941,1601,1042,15,2.4849066497880004,15,1,0,1,0,low cost
686,1012,1,2.2,1,2.3978952727983707,1,8,1.0,181,3,12,124.85286310913715,1496,2141,18,2.70805020110221,15,1,1,0,1,medium cost
687,823,0,2.5,0,2.4849066497880004,1,24,0.5,195,5,15,132.99054103534385,1516,2279,6,1.6094379124341003,3,1,0,1,2,high cost
688,1928,0,0.5,1,1.791759469228055,0,44,0.9,109,8,19,99.08594273539875,1156,3828,9,1.6094379124341003,12,1,0,0,3,very high cost
689,804,0,1.5,0,1.791759469228055,1,12,1.0,183,1,10,149.31888587626366,1978,2310,10,2.1972245773362196,13,1,0,0,2,high cost
690,1517,0,1.6,1,0.0,1,42,0.7,101,3,1,82.92872510070002,1814,2162,9,0.0,18,1,1,0,2,high cost
691,1500,0,2.8,1,2.0794415416798357,0,39,0.1,176,8,11,105.76539736122238,1889,1988,10,1.9459101490553132,10,1,0,0,2,high cost
692,1425,1,1.2,0,1.6094379124341003,1,37,0.7,135,7,6,96.74894223883634,1220,2786,17,0.6931471805599453,19,1,0,0,2,high cost
693,547,0,2.4,1,1.6094379124341003,1,3,0.4,197,8,5,33.49450395558784,1506,1972,11,1.791759469228055,3,1,1,0,1,medium cost
694,1886,0,3.0,0,2.6390573296152584,1,26,0.5,115,1,17,69.31086162418038,1670,1828,5,1.3862943611198906,15,1,1,0,2,high cost
695,1804,1,0.5,0,0.6931471805599453,1,4,0.5,111,1,13,127.50090390158422,1255,3286,17,2.1972245773362196,17,1,0,0,3,very high cost
696,685,0,2.2,1,1.0986122886681098,1,2,0.4,172,3,6,64.40404324898418,558,1282,7,1.9459101490553132,10,1,1,1,0,low cost
697,1352,0,0.5,1,2.1972245773362196,1,22,0.9,111,2,12,70.05279898628957,682,1562,16,1.791759469228055,11,1,0,0,1,medium cost
698,1785,1,2.5,0,0.0,0,18,0.1,180,4,1,37.36805910322572,518,1202,12,1.6094379124341003,18,0,0,1,0,low cost
699,1300,0,1.9,1,1.6094379124341003,0,61,0.5,143,6,5,70.78504365774542,758,2262,16,2.4849066497880004,10,0,0,0,1,medium cost
700,1184,1,2.1,0,1.0986122886681098,1,33,0.5,199,8,5,82.92872510070002,1598,2828,6,1.6094379124341003,15,1,1,1,2,high cost
701,1180,0,2.3,1,2.0794415416798357,1,24,0.2,198,2,16,83.18167624193903,1671,2025,8,0.0,19,1,0,0,1,medium cost
702,886,1,0.9,1,2.6390573296152584,1,2,0.6,102,4,15,63.462249975204145,695,621,11,1.6094379124341003,7,1,1,0,0,low cost
703,1309,0,1.5,0,2.302585092994046,1,12,0.9,98,6,20,109.41476102633803,1484,293,15,0.0,9,1,1,0,0,low cost
704,744,0,0.5,0,0.6931471805599453,0,38,0.3,188,3,5,107.98934587443571,1701,2001,15,2.6390573296152584,17,1,1,0,1,medium cost
705,1408,1,2.0,1,0.6931471805599453,1,59,0.9,172,6,3,101.84962837562145,1211,393,15,2.4849066497880004,16,1,0,1,0,low cost
706,734,1,2.7,1,0.6931471805599453,1,32,0.8,93,8,5,41.66387381934355,1042,714,13,2.0794415416798357,16,1,0,1,0,low cost
707,500,0,1.4,0,0.0,0,28,0.4,128,3,1,116.8574456343544,1854,3460,9,1.3862943611198906,3,1,1,1,3,very high cost
708,1745,0,2.8,1,0.0,0,45,0.7,186,1,0,98.9545882757388,766,1019,6,1.6094379124341003,5,0,1,0,0,low cost
709,1296,1,1.0,1,1.9459101490553132,0,43,0.2,171,3,13,84.43098401044153,609,1692,15,0.0,18,1,0,0,1,medium cost
710,1256,0,0.5,0,2.772588722239781,1,51,0.6,83,2,18,78.8212069154723,1308,2213,13,2.302585092994046,12,1,1,0,2,high cost
711,782,1,1.8,1,2.1972245773362196,0,20,0.6,109,5,19,76.04320506175966,1025,655,17,1.6094379124341003,13,0,1,0,0,low cost
712,965,1,0.8,0,1.791759469228055,0,24,0.7,105,4,7,75.75803483782514,718,1567,5,0.0,8,0,0,0,1,medium cost
713,652,1,2.9,1,1.6094379124341003,1,14,0.2,196,6,18,58.61430278994302,1487,1706,12,1.6094379124341003,5,1,0,0,1,medium cost
714,1847,0,2.8,1,1.9459101490553132,0,29,0.7,112,7,13,127.54500112799921,1374,1017,16,2.0794415416798357,11,1,1,0,1,medium cost
715,1363,1,2.1,1,2.302585092994046,1,46,0.5,120,4,19,128.02839873834202,1338,2951,7,0.0,3,1,0,0,3,very high cost
716,1946,0,0.5,0,0.0,1,39,0.4,112,5,1,51.63986507122056,1045,533,18,2.70805020110221,17,1,1,1,0,low cost
717,1701,1,1.6,1,1.0986122886681098,1,53,0.8,88,6,14,129.5035468208819,1776,3340,14,2.4849066497880004,19,1,1,0,3,very high cost
718,1754,1,0.5,1,2.6390573296152584,0,38,0.9,83,6,20,42.21807041192005,808,2765,6,1.6094379124341003,7,1,1,0,2,high cost
719,1938,0,2.9,0,0.0,1,37,1.0,94,4,1,116.3981504926861,1714,3881,5,0.6931471805599453,14,1,1,0,3,very high cost
720,992,1,2.6,1,2.3978952727983707,0,52,0.3,107,7,12,96.54473877920393,1521,332,14,2.302585092994046,7,0,0,1,0,low cost
721,897,0,2.4,1,2.0794415416798357,1,38,0.8,110,2,9,142.5018682706754,1612,519,6,1.791759469228055,7,1,1,0,0,low cost
722,1423,1,0.5,1,2.0794415416798357,0,58,0.9,112,3,9,115.98743921724389,1295,1683,15,2.6390573296152584,16,0,1,1,1,medium cost
723,1343,0,0.5,1,1.9459101490553132,1,23,0.4,97,5,17,95.16694099896687,817,2629,13,2.0794415416798357,11,1,0,1,2,high cost
724,761,1,2.6,0,1.791759469228055,1,52,0.8,141,3,18,110.08882936687623,985,2587,11,1.791759469228055,6,1,1,1,2,high cost
725,1742,0,1.4,1,1.3862943611198906,1,20,0.1,134,8,6,74.70028521878695,831,1828,18,2.0794415416798357,13,1,1,1,1,medium cost
726,1181,1,0.8,1,0.0,1,51,0.9,198,5,5,26.8674026262945,586,608,15,2.3978952727983707,19,1,0,0,0,low cost
727,1754,0,1.7,1,0.6931471805599453,1,58,0.9,197,3,17,106.65179175744736,1035,1446,18,1.3862943611198906,2,1,1,1,1,medium cost
728,1315,1,0.5,1,0.0,1,58,0.8,86,2,3,58.22198399910414,1064,2258,17,1.0986122886681098,16,1,1,0,2,high cost
729,649,0,2.9,0,0.0,0,38,0.5,130,1,10,110.64567852834413,1185,558,8,1.6094379124341003,11,1,1,1,0,low cost
730,1967,1,0.6,0,1.0986122886681098,0,25,1.0,109,6,9,35.69136193071691,751,1666,9,2.0794415416798357,18,1,1,1,1,medium cost
731,926,0,1.7,0,1.0986122886681098,0,12,0.8,179,2,9,105.34782866568229,880,2244,14,2.1972245773362196,14,0,0,1,1,medium cost
732,933,0,1.8,1,2.302585092994046,0,33,0.2,191,8,19,39.957948786616,925,758,14,2.6390573296152584,8,0,0,0,0,low cost
733,913,0,1.7,1,2.5649493574615367,0,58,0.2,200,5,14,108.16193424258944,1993,1061,17,2.5649493574615367,5,0,0,0,0,low cost
734,1651,0,0.5,0,0.6931471805599453,1,57,0.2,193,1,6,98.8229749386088,924,3421,9,0.0,15,1,1,1,3,very high cost
735,1154,1,1.7,0,1.791759469228055,1,42,0.5,117,5,7,119.75012506096624,1851,3950,17,2.70805020110221,19,1,1,0,3,very high cost
736,1181,1,1.6,1,1.791759469228055,1,32,0.2,181,1,16,80.07433859686145,623,1435,11,2.3978952727983707,13,1,1,0,0,low cost
737,1933,0,0.5,1,0.0,0,63,0.4,181,8,6,57.82663903391324,668,3142,14,1.3862943611198906,16,1,1,1,3,very high cost
738,1341,0,1.4,0,2.1972245773362196,1,38,1.0,170,5,10,92.17525418295942,937,1579,16,1.6094379124341003,19,1,0,1,1,medium cost
739,534,1,1.5,1,1.3862943611198906,1,3,0.3,89,1,8,19.106110640162758,517,2987,18,0.0,16,1,0,1,1,medium cost
740,1324,1,0.9,1,2.0794415416798357,1,28,0.7,95,6,8,127.85297116875962,1928,3269,12,1.3862943611198906,19,1,1,1,3,very high cost
741,1803,1,2.6,0,2.0794415416798357,1,9,0.9,112,2,12,44.89018556338,1289,406,9,1.3862943611198906,5,1,0,0,0,low cost
742,1888,1,2.7,0,0.6931471805599453,1,53,0.1,146,4,3,29.457113152242798,630,1604,10,1.9459101490553132,6,1,1,1,1,medium cost
743,1540,0,1.0,0,1.6094379124341003,1,40,0.4,162,5,7,32.34948040556352,1644,793,12,2.0794415416798357,3,1,0,0,0,low cost
744,1590,1,2.4,0,1.791759469228055,0,15,0.9,157,8,6,113.47298266096887,1015,1983,13,2.3978952727983707,11,1,0,0,2,high cost
745,1183,0,0.5,1,2.4849066497880004,0,24,0.6,130,2,16,8.899094542994783,769,2637,16,0.6931471805599453,6,1,1,1,1,medium cost
746,1774,1,0.5,1,0.6931471805599453,0,45,0.8,145,4,16,54.406313799549345,1159,879,10,0.0,3,0,0,0,0,low cost
747,1159,0,2.1,0,1.0986122886681098,1,27,0.7,137,1,15,139.3799162544418,1805,3258,8,0.0,2,1,0,0,3,very high cost
748,723,1,1.9,1,0.0,1,10,0.5,159,1,3,65.32963153228118,779,2380,12,1.6094379124341003,16,1,0,0,1,medium cost
749,543,0,0.9,0,1.3862943611198906,1,6,0.4,91,1,9,61.65023581563984,1317,564,8,1.791759469228055,12,1,0,1,0,low cost
750,1348,1,0.5,1,2.9444389791664403,0,40,0.1,148,1,20,87.48722953491735,665,3543,12,0.6931471805599453,11,0,0,0,3,very high cost
751,1836,0,0.6,0,2.9444389791664403,1,57,0.8,111,5,20,47.085245493551554,876,1039,5,1.3862943611198906,8,1,1,1,0,low cost
752,1290,0,1.3,0,0.0,0,31,0.7,117,8,0,92.02928399651039,750,1895,11,2.302585092994046,12,0,1,1,1,medium cost
753,645,1,2.9,1,1.3862943611198906,0,5,0.1,185,3,6,79.71897640813157,1573,1315,11,0.6931471805599453,4,1,0,0,0,low cost
754,1654,0,2.0,0,1.0986122886681098,0,58,0.7,119,7,3,80.95364076459889,1733,2801,8,0.0,5,1,0,0,3,very high cost
755,1156,1,2.3,1,0.0,1,3,1.0,95,2,0,121.01086329144685,1518,3786,11,0.6931471805599453,2,1,1,0,3,very high cost
756,1341,1,2.6,0,1.6094379124341003,0,43,0.4,194,6,8,121.10696082584485,1683,3065,6,1.791759469228055,11,0,1,0,3,very high cost
757,1427,0,0.6,0,2.1972245773362196,1,40,0.8,121,8,12,58.74441285895046,1541,2338,10,2.1972245773362196,4,1,0,0,2,high cost
758,1541,0,1.6,0,0.6931471805599453,1,7,0.5,143,8,14,63.462249975204145,1791,3137,9,0.0,11,1,1,0,3,very high cost
759,1693,1,1.4,0,2.302585092994046,0,41,0.1,139,2,17,49.023259027371346,1760,575,16,1.791759469228055,20,0,0,1,0,low cost
760,1567,0,3.0,0,2.6390573296152584,0,23,0.6,178,3,18,116.09033489817917,1215,3600,16,2.4849066497880004,9,1,1,1,3,very high cost
761,1564,0,1.7,0,1.791759469228055,0,35,0.9,173,4,6,49.80782605151322,1210,2545,18,1.9459101490553132,4,1,1,1,2,high cost
762,1787,0,1.1,0,1.6094379124341003,0,11,0.4,103,7,9,15.568978775126677,757,541,14,2.4849066497880004,13,1,1,1,0,low cost
763,770,1,0.6,0,2.5649493574615367,1,33,0.4,90,2,14,39.7641994456702,657,1686,18,1.0986122886681098,18,1,0,1,0,low cost
